,cluster_id,x1,x2
134,9.0,478541.0,641601.0
135,9.0,487619.0,577759.0
136,9.0,458678.0,582469.0
137,9.0,512861.0,595314.0
138,9.0,530533.0,617715.0
139,9.0,517830.0,602128.0
140,9.0,477762.0,560260.0
141,9.0,582223.0,588889.0
142,9.0,483506.0,616626.0
143,9.0,491250.0,551419.0
144,9.0,517028.0,595332.0
145,9.0,518560.0,536665.0
146,9.0,473296.0,675462.0
147,9.0,552160.0,585490.0
148,9.0,507965.0,693786.0
149,9.0,573714.0,564928.0
150,9.0,494814.0,606104.0
151,9.0,482060.0,583648.0
152,9.0,531755.0,589697.0
153,10.0,450480.0,714996.0
154,9.0,480821.0,565116.0
155,9.0,480805.0,685935.0
156,9.0,481631.0,636177.0
157,9.0,545208.0,637065.0
158,11.0,593872.0,697763.0
159,9.0,516121.0,602007.0
160,9.0,494339.0,615498.0
161,6.0,482361.0,482641.0
162,9.0,497820.0,561443.0
163,9.0,490094.0,534384.0
164,9.0,550220.0,574397.0
165,9.0,556659.0,640497.0
166,9.0,517416.0,602429.0
167,9.0,496847.0,583462.0
168,9.0,585333.0,595857.0
169,9.0,592721.0,557481.0
170,9.0,517003.0,601763.0
171,9.0,547798.0,572399.0
172,9.0,561044.0,620960.0
173,9.0,511079.0,619668.0
174,9.0,536605.0,619651.0
175,11.0,531691.0,790138.0
176,9.0,512216.0,623166.0
177,9.0,524997.0,600241.0
178,9.0,585350.0,632346.0
179,11.0,582923.0,674777.0
180,9.0,561809.0,588448.0
181,9.0,511168.0,600267.0
182,9.0,592334.0,549213.0
183,9.0,578937.0,619828.0
184,9.0,486686.0,601992.0
185,9.0,577901.0,591721.0
186,9.0,501483.0,581157.0
187,9.0,457462.0,707351.0
188,9.0,494877.0,598042.0
189,9.0,484635.0,641845.0
190,9.0,538873.0,607201.0
191,9.0,437948.0,675857.0
192,9.0,504769.0,602742.0
193,9.0,553738.0,625842.0
194,9.0,541181.0,592835.0
195,9.0,460453.0,663248.0
196,9.0,517324.0,651171.0
197,9.0,552856.0,632819.0
198,12.0,586586.0,524767.0
199,9.0,517329.0,597341.0
200,9.0,500534.0,594406.0
201,9.0,512623.0,615916.0
202,9.0,517648.0,602787.0
203,9.0,515810.0,608979.0
204,9.0,519226.0,603757.0
205,9.0,565177.0,572012.0
206,9.0,508852.0,610907.0
207,9.0,492011.0,553423.0
208,9.0,513857.0,606505.0
209,9.0,519814.0,612122.0
210,9.0,512144.0,604265.0
211,9.0,513146.0,611088.0
212,9.0,506292.0,614969.0
213,12.0,555478.0,508284.0
214,9.0,532579.0,545085.0
215,9.0,520899.0,598617.0
216,9.0,519082.0,604451.0
217,10.0,435216.0,703332.0
218,9.0,499835.0,663371.0
219,9.0,540660.0,578421.0
220,9.0,547839.0,649983.0
221,9.0,485177.0,553455.0
222,9.0,547736.0,556647.0
223,9.0,480758.0,579260.0
224,9.0,528189.0,620014.0
225,9.0,557839.0,653593.0
226,9.0,591152.0,597702.0
227,9.0,535677.0,646666.0
228,12.0,598856.0,484319.0
229,9.0,498327.0,603896.0
230,12.0,554325.0,470556.0
231,9.0,517583.0,614670.0
232,9.0,599185.0,632598.0
233,9.0,446572.0,545016.0
234,6.0,444554.0,498933.0
235,9.0,447084.0,676215.0
236,9.0,462160.0,604958.0
237,9.0,507544.0,717283.0
238,9.0,515792.0,603615.0
239,9.0,508481.0,650682.0
240,9.0,528694.0,605396.0
241,9.0,585323.0,564746.0
242,9.0,517409.0,602486.0
243,9.0,526640.0,594029.0
244,9.0,442731.0,524364.0
245,9.0,444584.0,682681.0
246,9.0,476576.0,702356.0
247,9.0,504149.0,613547.0
248,9.0,522913.0,612522.0
249,9.0,477252.0,511717.0
250,9.0,541320.0,577397.0
251,9.0,460604.0,612713.0
252,9.0,594992.0,626543.0
253,12.0,582654.0,498670.0
254,9.0,486484.0,555434.0
255,9.0,505847.0,653823.0
256,9.0,526892.0,669378.0
257,9.0,565549.0,552212.0
258,9.0,507094.0,670237.0
259,9.0,528015.0,580450.0
260,9.0,504735.0,542865.0
261,9.0,507366.0,592328.0
262,9.0,583684.0,553423.0
263,9.0,459535.0,573533.0
264,10.0,452899.0,715648.0
265,9.0,489387.0,555203.0
266,9.0,466098.0,646429.0
267,9.0,483312.0,686975.0
268,12.0,600212.0,542358.0
269,9.0,510372.0,611826.0
270,9.0,519446.0,652215.0
271,11.0,571409.0,711766.0
272,9.0,539966.0,564654.0
273,9.0,434176.0,620870.0
274,9.0,540289.0,560590.0
275,9.0,470414.0,585508.0
276,12.0,594393.0,507547.0
277,9.0,557387.0,620417.0
278,9.0,568244.0,571007.0
279,12.0,574723.0,481052.0
280,9.0,544674.0,607976.0
281,9.0,504556.0,596936.0
282,9.0,525793.0,649834.0
283,9.0,553017.0,553882.0
284,9.0,514492.0,603118.0
285,9.0,536748.0,638795.0
286,9.0,499714.0,573684.0
287,9.0,500254.0,579149.0
288,9.0,495371.0,524303.0
289,9.0,495179.0,555424.0
290,9.0,493357.0,576660.0
291,9.0,488426.0,568942.0
292,9.0,578366.0,600188.0
293,9.0,519877.0,635541.0
294,12.0,506558.0,484898.0
295,9.0,526440.0,600980.0
296,6.0,476782.0,475969.0
297,11.0,510193.0,740093.0
298,9.0,505805.0,540908.0
299,9.0,551949.0,652317.0
300,1.0,569835.0,305861.0
301,1.0,487894.0,309894.0
302,1.0,532938.0,306366.0
303,1.0,534095.0,328194.0
304,1.0,480986.0,258160.0
305,1.0,546787.0,303532.0
306,1.0,471821.0,268222.0
307,1.0,548698.0,334366.0
308,6.0,449705.0,398827.0
309,8.0,596991.0,214371.0
310,1.0,504859.0,246634.0
311,1.0,492801.0,255666.0
312,0.0,443927.0,294656.0
313,1.0,500134.0,265648.0
314,12.0,607108.0,471788.0
315,12.0,533390.0,402288.0
316,12.0,594744.0,368036.0
317,1.0,591819.0,302411.0
318,1.0,564182.0,292950.0
319,1.0,532772.0,295614.0
320,1.0,549553.0,326391.0
321,1.0,529110.0,294532.0
322,1.0,499490.0,301809.0
323,8.0,676195.0,228277.0
324,1.0,501995.0,330279.0
325,1.0,505519.0,287497.0
326,1.0,490706.0,329784.0
327,1.0,527268.0,332373.0
328,6.0,495066.0,364706.0
329,1.0,608558.0,305176.0
330,1.0,533394.0,295829.0
331,1.0,532084.0,311638.0
332,0.0,447666.0,300851.0
333,1.0,531727.0,296001.0
334,6.0,486932.0,387999.0
335,1.0,559918.0,291073.0
336,1.0,526093.0,315223.0
337,1.0,529462.0,306183.0
338,1.0,539431.0,339933.0
339,1.0,586115.0,270570.0
340,1.0,561109.0,308739.0
341,1.0,539696.0,297239.0
342,1.0,548610.0,181604.0
343,6.0,447711.0,328043.0
344,1.0,525539.0,188788.0
345,8.0,649353.0,297146.0
346,6.0,493179.0,348266.0
347,6.0,448285.0,383411.0
348,1.0,538627.0,245982.0
349,1.0,577626.0,300093.0
350,1.0,599136.0,285098.0
351,12.0,580588.0,470941.0
352,1.0,589063.0,292592.0
353,1.0,535169.0,347166.0
354,6.0,442259.0,351081.0
355,1.0,552676.0,353201.0
356,1.0,557135.0,307282.0
357,1.0,547156.0,278823.0
358,8.0,648989.0,319239.0
359,8.0,538545.0,105608.0
360,12.0,536255.0,382070.0
361,1.0,538795.0,308472.0
362,8.0,688776.0,298590.0
363,1.0,604897.0,299886.0
364,1.0,596667.0,288877.0
365,1.0,537465.0,294198.0
366,1.0,484331.0,299124.0
367,1.0,565461.0,223156.0
368,1.0,490282.0,326267.0
369,1.0,616559.0,338123.0
370,1.0,540171.0,306910.0
371,1.0,537262.0,225820.0
372,1.0,461359.0,283077.0
373,1.0,530835.0,203304.0
374,1.0,533538.0,319070.0
375,1.0,536194.0,244960.0
376,1.0,584091.0,285569.0
377,1.0,560861.0,292296.0
378,1.0,527175.0,215315.0
379,1.0,535478.0,294538.0
380,1.0,551990.0,334896.0
381,1.0,545264.0,319021.0
382,1.0,573206.0,327671.0
383,1.0,500889.0,295590.0
384,1.0,520494.0,242148.0
385,0.0,414026.0,299075.0
386,1.0,522811.0,295182.0
387,1.0,529733.0,285169.0
388,12.0,522442.0,383698.0
389,1.0,534217.0,355722.0
390,1.0,530430.0,311217.0
391,1.0,531068.0,336789.0
392,8.0,575388.0,178358.0
393,1.0,503135.0,331631.0
394,6.0,482534.0,370612.0
395,1.0,549422.0,231703.0
396,1.0,542195.0,295674.0
397,8.0,683753.0,249529.0
398,8.0,603889.0,234059.0
399,1.0,614879.0,299100.0
400,12.0,566047.0,378401.0
401,6.0,484969.0,351620.0
402,1.0,565417.0,305157.0
403,1.0,539702.0,232974.0
404,1.0,492940.0,219360.0
405,1.0,529510.0,287347.0
406,1.0,512428.0,308242.0
407,1.0,528214.0,266185.0
408,1.0,531277.0,334985.0
409,1.0,634612.0,357541.0
410,1.0,542633.0,266877.0
411,1.0,564283.0,311515.0
412,12.0,523286.0,416925.0
413,1.0,538268.0,295987.0
414,1.0,522533.0,163402.0
415,1.0,619722.0,343547.0
416,1.0,546521.0,329696.0
417,1.0,499942.0,188515.0
418,1.0,545817.0,338665.0
419,12.0,535074.0,433770.0
420,1.0,533763.0,289860.0
421,8.0,686472.0,332736.0
422,8.0,645635.0,298103.0
423,1.0,595205.0,362969.0
424,1.0,636131.0,336508.0
425,1.0,527647.0,286548.0
426,1.0,559517.0,326597.0
427,1.0,520044.0,230193.0
428,1.0,520808.0,299213.0
429,1.0,537581.0,292387.0
430,8.0,541691.0,95884.0
431,1.0,636836.0,342507.0
432,1.0,521670.0,270133.0
433,1.0,567928.0,259953.0
434,8.0,615428.0,239620.0
435,0.0,436605.0,281804.0
436,1.0,564784.0,287256.0
437,1.0,566297.0,187989.0
438,1.0,533351.0,352122.0
439,12.0,609507.0,378023.0
440,6.0,453287.0,424090.0
441,0.0,422255.0,179596.0
442,1.0,488210.0,278173.0
443,1.0,527208.0,296696.0
444,1.0,533457.0,295648.0
445,1.0,580581.0,261664.0
446,1.0,533095.0,290738.0
447,8.0,654697.0,144045.0
448,8.0,684938.0,261040.0
449,1.0,571180.0,306305.0
450,1.0,532880.0,295365.0
451,1.0,505703.0,301345.0
452,1.0,523560.0,306539.0
453,6.0,494118.0,400747.0
454,1.0,547546.0,217023.0
455,12.0,616933.0,393383.0
456,0.0,415506.0,198224.0
457,1.0,488534.0,301792.0
458,1.0,531599.0,303546.0
459,1.0,510379.0,262573.0
460,12.0,520593.0,402733.0
461,1.0,552878.0,319766.0
462,1.0,532894.0,296515.0
463,1.0,495733.0,339423.0
464,1.0,581647.0,350732.0
465,6.0,489682.0,376823.0
466,8.0,647473.0,303489.0
467,1.0,563884.0,283020.0
468,1.0,540386.0,348293.0
469,1.0,495872.0,218426.0
470,6.0,500610.0,376119.0
471,12.0,598550.0,391808.0
472,0.0,368612.0,331490.0
473,6.0,461280.0,372503.0
474,1.0,540215.0,229031.0
475,0.0,435839.0,276580.0
476,1.0,521831.0,294142.0
477,8.0,660355.0,314646.0
478,1.0,491898.0,267762.0
479,1.0,527118.0,293053.0
480,12.0,535139.0,399611.0
481,1.0,552769.0,313298.0
482,1.0,528063.0,366384.0
483,1.0,569449.0,264961.0
484,1.0,547075.0,303100.0
485,1.0,498186.0,304211.0
486,1.0,488591.0,290758.0
487,1.0,541269.0,296900.0
488,1.0,563655.0,247428.0
489,1.0,591571.0,348966.0
490,8.0,548396.0,125826.0
491,1.0,599686.0,310900.0
492,0.0,444592.0,247418.0
493,1.0,524163.0,243683.0
494,1.0,532371.0,290285.0
495,1.0,547630.0,337221.0
496,12.0,632963.0,456865.0
497,1.0,554789.0,321219.0
498,12.0,524836.0,393047.0
499,1.0,535956.0,333791.0
500,12.0,562792.0,434362.0
501,1.0,583604.0,309859.0
502,12.0,624073.0,373629.0
503,8.0,614267.0,251823.0
504,0.0,434763.0,289781.0
505,1.0,572836.0,210288.0
506,6.0,485255.0,356620.0
507,1.0,466362.0,280073.0
508,1.0,519332.0,290754.0
509,1.0,631827.0,314330.0
510,1.0,503934.0,290512.0
511,1.0,536105.0,225052.0
512,1.0,548647.0,294270.0
513,6.0,516251.0,387620.0
514,1.0,512642.0,290502.0
515,1.0,537178.0,289768.0
516,1.0,562513.0,245511.0
517,1.0,610437.0,311903.0
518,6.0,436488.0,382292.0
519,1.0,622508.0,313736.0
520,1.0,563940.0,339322.0
521,8.0,629531.0,283631.0
522,1.0,489433.0,331899.0
523,1.0,563815.0,325553.0
524,6.0,483882.0,365421.0
525,1.0,498939.0,237815.0
526,0.0,344048.0,265555.0
527,1.0,549643.0,296479.0
528,6.0,482375.0,344287.0
529,0.0,392826.0,143091.0
530,1.0,620514.0,294905.0
531,1.0,613367.0,265499.0
532,1.0,561324.0,272806.0
533,8.0,634361.0,276460.0
534,1.0,518284.0,296575.0
535,1.0,526572.0,291968.0
536,1.0,512400.0,338371.0
537,1.0,498955.0,289386.0
538,0.0,395828.0,212070.0
539,1.0,603534.0,307230.0
540,1.0,539678.0,317944.0
541,1.0,547744.0,217903.0
542,0.0,341390.0,170749.0
543,0.0,434482.0,302028.0
544,1.0,536941.0,231171.0
545,1.0,570112.0,307256.0
546,6.0,397352.0,412982.0
547,1.0,533388.0,296437.0
548,1.0,476472.0,299120.0
549,1.0,536378.0,328570.0
550,1.0,519545.0,369431.0
551,1.0,530046.0,284310.0
552,6.0,404084.0,407720.0
553,1.0,528127.0,275458.0
554,1.0,535946.0,315189.0
555,8.0,638697.0,306716.0
556,1.0,547681.0,233013.0
557,1.0,582388.0,313000.0
558,0.0,389787.0,197861.0
559,1.0,514456.0,289348.0
560,1.0,551915.0,293823.0
561,1.0,558960.0,300689.0
562,1.0,523353.0,319429.0
563,1.0,530333.0,265270.0
564,1.0,536205.0,287798.0
565,6.0,483126.0,342645.0
566,1.0,585377.0,333764.0
567,8.0,579703.0,136583.0
568,6.0,447325.0,349219.0
569,1.0,514185.0,337302.0
570,1.0,548084.0,202488.0
571,1.0,543529.0,264577.0
572,1.0,605608.0,280993.0
573,1.0,532875.0,295207.0
574,1.0,506041.0,304669.0
575,1.0,619241.0,320947.0
576,12.0,512187.0,407952.0
577,1.0,478925.0,281896.0
578,1.0,551123.0,183877.0
579,1.0,563506.0,245901.0
580,1.0,537664.0,222608.0
581,1.0,561522.0,313998.0
582,1.0,510526.0,325725.0
583,1.0,549070.0,227118.0
584,1.0,514531.0,247092.0
585,1.0,600756.0,309087.0
586,8.0,602230.0,126147.0
587,6.0,466134.0,455217.0
588,12.0,508505.0,430546.0
589,1.0,520792.0,293439.0
590,6.0,492250.0,403947.0
591,1.0,567156.0,323051.0
592,1.0,610479.0,314538.0
593,1.0,537582.0,246686.0
594,1.0,529866.0,275459.0
595,12.0,518398.0,389173.0
596,0.0,439219.0,305769.0
597,3.0,755752.0,335311.0
598,1.0,553330.0,320394.0
599,1.0,533907.0,289515.0
600,1.0,546979.0,299981.0
601,1.0,520972.0,294834.0
602,6.0,480845.0,384812.0
603,8.0,617386.0,266256.0
604,1.0,548048.0,274321.0
605,0.0,387690.0,265578.0
606,0.0,393136.0,302875.0
607,1.0,533757.0,290880.0
608,1.0,536245.0,220478.0
609,1.0,528593.0,294072.0
610,12.0,647942.0,395074.0
611,12.0,515797.0,448174.0
612,0.0,410194.0,277834.0
613,6.0,476695.0,382107.0
614,1.0,564312.0,205721.0
615,12.0,549342.0,411309.0
616,1.0,582131.0,300010.0
617,1.0,597907.0,260427.0
618,6.0,508117.0,391045.0
619,1.0,464185.0,286487.0
620,1.0,524685.0,310662.0
621,5.0,264404.0,357298.0
622,5.0,226420.0,347645.0
623,14.0,301584.0,484701.0
624,5.0,228386.0,347570.0
625,14.0,295514.0,442073.0
626,2.0,119237.0,315629.0
627,5.0,286222.0,376096.0
628,5.0,224557.0,357528.0
629,5.0,229653.0,346884.0
630,13.0,227940.0,242348.0
631,5.0,217536.0,361207.0
632,2.0,166298.0,217280.0
633,5.0,232238.0,349933.0
634,5.0,227348.0,356313.0
635,5.0,328889.0,352611.0
636,5.0,222327.0,347485.0
637,5.0,246709.0,316959.0
638,5.0,273073.0,299054.0
639,5.0,286106.0,362861.0
640,5.0,220529.0,365323.0
641,5.0,256074.0,309931.0
642,5.0,264793.0,360923.0
643,5.0,230190.0,416636.0
644,5.0,229642.0,338813.0
645,5.0,266563.0,324261.0
646,5.0,205058.0,372663.0
647,5.0,256929.0,337924.0
648,5.0,184645.0,349901.0
649,5.0,238926.0,337428.0
650,13.0,213790.0,219209.0
651,5.0,198162.0,444339.0
652,13.0,271332.0,203534.0
653,5.0,254057.0,272621.0
654,5.0,236011.0,350191.0
655,5.0,223050.0,397693.0
656,2.0,196320.0,258844.0
657,5.0,188508.0,371731.0
658,5.0,251640.0,310877.0
659,5.0,197098.0,390774.0
660,5.0,279201.0,307552.0
661,5.0,228641.0,346369.0
662,13.0,232463.0,207520.0
663,5.0,215408.0,353411.0
664,5.0,197699.0,325673.0
665,5.0,225535.0,347488.0
666,5.0,223118.0,344592.0
667,5.0,227260.0,372484.0
668,5.0,223804.0,319104.0
669,5.0,276373.0,320376.0
670,5.0,126293.0,462324.0
671,5.0,257723.0,338206.0
672,5.0,196419.0,397960.0
673,5.0,256655.0,386767.0
674,5.0,211767.0,347459.0
675,5.0,233935.0,408435.0
676,5.0,219433.0,343843.0
677,5.0,328489.0,362098.0
678,5.0,216764.0,336413.0
679,5.0,283787.0,345560.0
680,5.0,206122.0,342135.0
681,5.0,308641.0,318672.0
682,5.0,191063.0,340940.0
683,13.0,220477.0,215001.0
684,5.0,193117.0,355634.0
685,5.0,233582.0,339645.0
686,5.0,298790.0,307365.0
687,5.0,254772.0,325039.0
688,2.0,199139.0,246625.0
689,5.0,232101.0,364618.0
690,5.0,165557.0,344125.0
691,5.0,200291.0,350453.0
692,5.0,279004.0,377770.0
693,5.0,136579.0,426660.0
694,5.0,178574.0,341671.0
695,0.0,348964.0,261568.0
696,5.0,176375.0,310548.0
697,5.0,225146.0,343352.0
698,5.0,218900.0,394333.0
699,5.0,174178.0,346242.0
700,5.0,189209.0,368298.0
701,5.0,213526.0,351511.0
702,5.0,278332.0,369892.0
703,5.0,124967.0,374172.0
704,5.0,145106.0,356393.0
705,5.0,263702.0,349555.0
706,5.0,242357.0,281579.0
707,5.0,196507.0,302594.0
708,13.0,235398.0,256579.0
709,5.0,179703.0,329666.0
710,5.0,252133.0,336836.0
711,5.0,212100.0,345133.0
712,0.0,357867.0,255601.0
713,13.0,268993.0,177857.0
714,5.0,190742.0,359153.0
715,5.0,272039.0,333050.0
716,5.0,235179.0,319398.0
717,5.0,220373.0,361237.0
718,5.0,207257.0,343505.0
719,5.0,261345.0,345099.0
720,13.0,248217.0,266860.0
721,5.0,219286.0,292775.0
722,5.0,278913.0,352104.0
723,5.0,180721.0,371540.0
724,5.0,234054.0,342531.0
725,5.0,219462.0,331808.0
726,2.0,186211.0,270417.0
727,0.0,333464.0,332046.0
728,5.0,219487.0,293942.0
729,5.0,198284.0,360542.0
730,5.0,263157.0,414996.0
731,5.0,209979.0,326797.0
732,5.0,219674.0,281849.0
733,5.0,241250.0,360988.0
734,5.0,251982.0,346274.0
735,5.0,295106.0,328152.0
736,5.0,244446.0,439979.0
737,5.0,244463.0,356541.0
738,13.0,257104.0,266224.0
739,5.0,245308.0,352623.0
740,5.0,226561.0,347572.0
741,5.0,214654.0,346206.0
742,2.0,184850.0,292744.0
743,13.0,276187.0,201809.0
744,5.0,233299.0,372316.0
745,5.0,252853.0,342369.0
746,2.0,140876.0,300973.0
747,14.0,329348.0,507857.0
748,5.0,266727.0,281807.0
749,5.0,308196.0,371865.0
750,5.0,261807.0,379004.0
751,5.0,230552.0,341659.0
752,5.0,255093.0,423038.0
753,5.0,216082.0,369167.0
754,5.0,243297.0,357739.0
755,5.0,245365.0,355382.0
756,5.0,233763.0,345373.0
757,5.0,183136.0,433352.0
758,5.0,185146.0,329672.0
759,5.0,227834.0,341863.0
760,5.0,219920.0,346857.0
761,5.0,248284.0,275787.0
762,5.0,219617.0,288995.0
763,5.0,196945.0,355289.0
764,5.0,188942.0,354918.0
765,5.0,229323.0,350180.0
766,2.0,190109.0,282009.0
767,5.0,222190.0,308575.0
768,5.0,246569.0,345039.0
769,5.0,236282.0,328486.0
770,5.0,242028.0,345990.0
771,5.0,222355.0,344824.0
772,5.0,202963.0,417895.0
773,5.0,193128.0,348751.0
774,5.0,206077.0,318186.0
775,5.0,233449.0,301155.0
776,5.0,200034.0,328033.0
777,5.0,222920.0,381430.0
778,2.0,149789.0,243552.0
779,5.0,209926.0,397604.0
780,14.0,231481.0,500405.0
781,5.0,246759.0,390068.0
782,5.0,267004.0,310665.0
783,5.0,249073.0,439033.0
784,0.0,323473.0,291395.0
785,14.0,220185.0,482077.0
786,5.0,271943.0,300583.0
787,5.0,233985.0,366440.0
788,5.0,229253.0,349235.0
789,2.0,182539.0,290559.0
790,5.0,201503.0,428888.0
791,2.0,219956.0,265701.0
792,5.0,238634.0,328278.0
793,5.0,278852.0,327923.0
794,5.0,159883.0,322421.0
795,5.0,268982.0,381670.0
796,5.0,274605.0,340965.0
797,5.0,269363.0,404277.0
798,5.0,236795.0,377812.0
799,14.0,316661.0,417975.0
800,5.0,226372.0,388051.0
801,5.0,235961.0,344110.0
802,5.0,221454.0,344475.0
803,5.0,201847.0,451764.0
804,5.0,206533.0,328918.0
805,5.0,219770.0,313056.0
806,2.0,178050.0,267605.0
807,2.0,199228.0,277810.0
808,5.0,206458.0,356138.0
809,5.0,272477.0,402275.0
810,5.0,183520.0,371884.0
811,5.0,278131.0,332217.0
812,5.0,234411.0,357284.0
813,2.0,101408.0,321457.0
814,5.0,223793.0,346327.0
815,5.0,245572.0,375610.0
816,5.0,209720.0,356137.0
817,2.0,116163.0,330871.0
818,5.0,280123.0,331964.0
819,5.0,228901.0,351782.0
820,5.0,229632.0,352050.0
821,5.0,229522.0,350203.0
822,5.0,234737.0,330022.0
823,0.0,299383.0,292149.0
824,5.0,241420.0,314600.0
825,5.0,215708.0,337534.0
826,5.0,279932.0,335916.0
827,2.0,204506.0,269686.0
828,5.0,245255.0,370327.0
829,5.0,228996.0,341481.0
830,6.0,363589.0,357586.0
831,5.0,217530.0,341051.0
832,0.0,363949.0,332854.0
833,5.0,233596.0,362139.0
834,5.0,230453.0,310245.0
835,5.0,208073.0,384064.0
836,5.0,236598.0,332936.0
837,13.0,260866.0,266754.0
838,5.0,245465.0,420584.0
839,5.0,310774.0,380404.0
840,5.0,197970.0,414038.0
841,5.0,244794.0,300356.0
842,5.0,235774.0,352079.0
843,5.0,277386.0,309185.0
844,5.0,227426.0,358565.0
845,14.0,292683.0,445089.0
846,5.0,196815.0,441484.0
847,5.0,232317.0,330706.0
848,5.0,105690.0,358077.0
849,5.0,152044.0,331168.0
850,5.0,228543.0,346860.0
851,0.0,312535.0,315330.0
852,2.0,223088.0,270467.0
853,5.0,211680.0,365202.0
854,5.0,224392.0,346788.0
855,5.0,228304.0,376824.0
856,5.0,190716.0,411597.0
857,14.0,314483.0,416009.0
858,5.0,279953.0,322349.0
859,5.0,239402.0,354643.0
860,5.0,177669.0,327160.0
861,5.0,249445.0,361544.0
862,5.0,132182.0,385315.0
863,5.0,197803.0,344224.0
864,5.0,247759.0,424567.0
865,5.0,229862.0,358857.0
866,5.0,227572.0,288255.0
867,5.0,239186.0,339323.0
868,5.0,209836.0,346987.0
869,5.0,242935.0,342404.0
870,5.0,222667.0,296327.0
871,5.0,258815.0,338749.0
872,5.0,165115.0,322507.0
